ID,Marital Status,Gender,Yearly Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,BikeBuyer,Scored Labels,Scored Probabilities,ID (2),Latitude,Longitude,City,Zip Code,Country
12721,Single,Female,30000,0,Partial College,Clerical,No,1,1-2 Miles,Europe,32,No,No,0.000427698250859976,12721,-32.973,117.6383,Lisieux,68784,France
13830,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,No,No,0.00178323115687817,13830,63.94573,-169.74149,Hamburg,45932,Germany
17899,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,No,No,0.108310744166374,17899,-42.37841,157.57529,Darlington,O5 2SN,United Kingdom
12629,Single,Male,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,37,No,No,0.00407990533858538,12629,-45.8261,-68.18524,Harlow,E48 5IC,United Kingdom
18151,Single,Male,80000,0,Partial College,Professional,No,2,10+ Miles,Europe,60,No,No,0.000237124593695626,18151,-26.45313,-139.96944,H�rouville-Saint-Clair,30500,France
11415,Single,Male,90000,0,Partial College,Professional,No,2,10+ Miles,Europe,62,No,No,0.00404626969248056,11415,-67.35614,-66.70167,Moffat,OT2Q 5LG,United Kingdom
12555,Married,Male,10000,0,Bachelors,Clerical,Yes,1,2-5 Miles,Europe,67,No,No,5.6381024478469E-05,12555,0.91146,-119.11984,Bolton,W8 1BS,United Kingdom
24858,Married,Male,130000,4,High School,Professional,Yes,4,0-1 Miles,Europe,52,No,No,0.000298833328997716,24858,-63.23284,138.71179,Hexham,SD5G 8JJ,United Kingdom
22420,Single,Male,10000,1,High School,Manual,No,1,1-2 Miles,Europe,47,No,No,0.00248665385879576,22420,-76.20747,-162.75282,Pau,90813,France
17709,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No,No,0.00124159501865506,17709,-65.13822,45.73939,Brighton,GU7R 3FU,United Kingdom
22533,Married,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,32,No,No,7.01431199559011E-05,22533,60.53852,-97.85764,Karlsruhe,2930,Germany
20053,Single,Male,40000,2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,34,No,No,0.0225993078202009,20053,28.17794,23.90339,Rodgau,68906,Germany
21077,Single,Female,10000,2,Partial High School,Manual,Yes,2,0-1 Miles,Europe,42,No,No,0.000974607188254595,21077,87.96413,57.92899,Crawley,O28 0VA,United Kingdom
11586,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,40,No,No,0.0695816799998283,11586,-44.1101,78.04815,Montigny-l�s-Metz,47571,France
19358,Single,Male,20000,0,High School,Manual,Yes,1,2-5 Miles,Europe,28,No,No,0.000460104027297348,19358,7.67531,-7.16879,Neustadt,3617,Germany
28912,Married,Male,100000,4,Partial College,Management,Yes,4,10+ Miles,Europe,56,No,No,1.93291998584755E-05,28912,23.78226,-178.45823,Berlin,42392,Germany
17748,Single,Male,10000,1,High School,Manual,No,1,1-2 Miles,Europe,47,No,No,0.0224605891853571,17748,14.28799,52.38674,Rennes,27973,France
17224,Married,Female,90000,1,Partial High School,Skilled Manual,Yes,4,10+ Miles,Europe,58,No,No,0.000181142488145269,17224,34.43178,137.21022,Naumburg,95045,Germany
19329,Single,Female,20000,2,High School,Manual,Yes,0,0-1 Miles,Europe,41,Yes,No,0.0107775637879968,19329,18.72249,82.07073,Ajaccio,43423,France
14172,Single,Female,130000,4,Bachelors,Management,No,4,0-1 Miles,Europe,62,No,No,0.000555738981347531,14172,78.5103,20.76409,Poitiers,16153,France
12844,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No,No,0.00147193891461939,12844,85.39064,42.99582,Hamburg,12690,Germany
16037,Married,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,45,No,No,0.000276888895314187,16037,-11.07786,-9.12039,Ross-on-Wye,EA9 0AN,United Kingdom
21074,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,No,No,0.0219264831393957,21074,-60.42652,129.88702,Nantes,2214,France
16275,Married,Female,20000,2,High School,Manual,No,2,0-1 Miles,Europe,42,Yes,No,4.28053681389429E-05,16275,-14.28468,-83.0796,Quickborn,37858,Germany
13611,Married,Male,90000,1,High School,Management,Yes,3,10+ Miles,Europe,58,No,No,0.00217307871207595,13611,79.72354,24.40365,Whitehaven,JL9R 1IB,United Kingdom
19317,Single,Female,20000,1,Partial College,Manual,No,1,2-5 Miles,Europe,39,No,Yes,0.62482738494873,19317,66.12784,52.3464,S�te,1401,France
12488,Single,Male,20000,3,High School,Manual,Yes,2,0-1 Miles,Europe,43,No,No,0.00527389440685511,12488,-28.19666,-60.36529,Schwerin,49360,Germany
14963,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No,No,0.014036962762475,14963,-37.82078,48.8693,Sarreguemines,42139,France
12818,Married,Male,20000,1,High School,Manual,Yes,1,2-5 Miles,Europe,40,No,No,0.00242089387029409,12818,14.97168,95.29793,Clackmannan,KT2R 2KZ,United Kingdom
13694,Single,Female,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,34,No,No,0.0113483117893338,13694,-35.00471,133.60735,Drancy,92116,France
28888,Married,Female,80000,0,Bachelors,Management,Yes,2,10+ Miles,Europe,62,No,No,1.29378868223284E-05,28888,-65.20912,55.14096,Kingussie,QP9G 4DM,United Kingdom
23768,Single,Male,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,No,No,0.000305106048472226,23768,54.55638,38.72934,Inveraray,T12 4JQ,United Kingdom
25297,Single,Male,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,32,No,No,0.00428718887269497,25297,9.28423,-34.71636,Antibes,41323,France
22620,Single,Female,50000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,37,Yes,Yes,0.828734815120697,22620,-11.08475,55.52304,Rothesay,W2C 3YS,United Kingdom
19178,Single,Female,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No,No,0.000265516777290031,19178,43.70553,-85.48894,Dreux,37851,France
12235,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,68,No,No,3.88174848922063E-05,12235,65.65251,-172.44253,Greifswald,66802,Germany
26208,Single,Female,160000,3,Partial College,Professional,No,4,0-1 Miles,Europe,48,No,No,0.00169745646417141,26208,-81.12065,-102.08222,M?nchengladbach,94022,Germany
16579,Married,Male,70000,3,High School,Professional,Yes,1,10+ Miles,Europe,53,No,No,0.00174997909925878,16579,-48.62735,140.12218,Wellingborough,NM2Z 0MA,United Kingdom
24879,Married,Female,90000,1,Partial High School,Skilled Manual,Yes,4,10+ Miles,Europe,58,No,No,8.23250520625152E-05,24879,35.48928,-30.68401,Le Mans,87731,France
18042,Single,Male,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,No,No,0.000837440311443061,18042,-14.6958,-146.22896,Tourcoing,94968,France
16035,Married,Male,20000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No,No,0.00894457567483187,16035,-28.97033,86.55776,Delitzsch,63583,Germany
13674,Single,Male,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,26,No,No,0.00288025522604585,13674,12.59383,-164.78357,Sangerhausen,11836,Germany
27926,Single,Male,100000,3,High School,Professional,Yes,4,5-10 Miles,Europe,50,No,No,0.0239164792001247,27926,59.82748,166.26842,Parchim	City,77438,Germany
15103,Married,Male,80000,2,Partial College,Professional,Yes,2,10+ Miles,Europe,53,No,No,0.000491303158923984,15103,56.34633,-22.98956,Rennes,72293,France
12601,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,No,No,0.00272506033070385,12601,56.51075,88.57004,Cambridge,A6D 7KG,United Kingdom
22431,Single,Female,10000,1,High School,Manual,No,1,1-2 Miles,Europe,36,No,No,0.0736079439520836,22431,46.92327,105.35428,Jou�-l�s-Tours,30216,France
17649,Single,Male,40000,2,Partial College,Clerical,Yes,1,0-1 Miles,Europe,35,No,No,0.0113456165418029,17649,76.70078,120.36295,Angoul�me,30864,France
21134,Single,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,26,No,No,0.000102571160823572,21134,-16.81393,89.31497,Kircudbright,MC0 5NL,United Kingdom
22474,Single,Female,10000,4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,39,No,Yes,0.886902570724487,22474,-64.83355,14.17541,Taunusstein,39061,Germany
20176,Single,Male,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,25,No,No,0.000383843958843499,20176,-73.23354,-88.46343,Newcastle-upon-Tyne,QT55 2MK,United Kingdom
13804,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No,No,0.0192925538867712,13804,55.75617,42.10507,Dole,8404,France
12564,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,No,No,0.00465506454929709,12564,-70.44051,121.64613,Freital,29001,Germany
16537,Single,Male,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,46,No,No,0.29366859793663,16537,18.92011,-171.95928,Crieff,X7T 5KO,United Kingdom
15355,Married,Female,100000,3,Partial College,Professional,Yes,4,2-5 Miles,Europe,50,No,No,0.0039774258621037,15355,-54.12307,89.566,M�rignac,87380,France
13663,Single,Male,10000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,33,No,No,0.00426637381315231,13663,-66.31631,-86.82109,Strasbourg,27291,France
27333,Married,Female,100000,4,Partial College,Management,Yes,4,10+ Miles,Europe,58,No,No,3.52312490576878E-05,27333,-79.41684,-43.79462,Cagnes-sur-Mer,95363,France
12552,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,68,No,No,0.000285222224192694,12552,-83.97844,-11.55916,Saumur,62708,France
16467,Single,Male,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,32,No,No,0.241036608815193,16467,-85.09199,134.49643,Lutterworth,UN65 8BF,United Kingdom
29472,Married,Female,10000,1,High School,Manual,No,1,1-2 Miles,Europe,46,No,No,0.000434934918303043,29472,-49.777,-57.09436,Krefeld,38010,Germany
20723,Single,Male,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,34,No,No,0.000233707381994464,20723,69.26251,88.73113,Fr�jus,82167,France
16591,Married,Male,160000,4,Bachelors,Management,Yes,4,0-1 Miles,Europe,53,No,No,0.01297711674124,16591,-49.46776,-144.42212,Bremen,86157,Germany
20140,Married,Male,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,No,No,4.84075462736655E-05,20140,-43.61939,6.38851,Le Puy-en-Velay,44753,France
14703,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,34,No,No,0.00102079019416124,14703,30.73427,73.28446,Folkestone,H91 9VT,United Kingdom
19509,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,No,No,0.00252361036837101,19509,-77.7997,30.22124,St. Clears,F5 6AB,United Kingdom
21100,Single,Female,30000,3,Partial College,Clerical,Yes,1,0-1 Miles,Europe,27,Yes,No,0.000993095920421183,21100,81.00406,-73.60572,Caerphilly,M3 2LS,United Kingdom
26858,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,Yes,Yes,0.969974637031555,26858,-17.39879,58.81377,Fulda,66419,Germany
29402,Single,Male,30000,2,Partial College,Clerical,No,2,0-1 Miles,Europe,42,No,No,0.00525813596323133,29402,-76.02704,56.21447,Taunton,I12 7DK,United Kingdom
18159,Married,Female,100000,4,High School,Professional,Yes,3,10+ Miles,Europe,52,No,No,9.18318401090801E-05,18159,11.23364,172.11242,Ch�lons-en-Champagne,95459,France
17723,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,No,No,0.0242092050611973,17723,-55.4646,89.99357,Hemel Hempstead,AJ9 6JA,United Kingdom
27320,Married,Male,70000,3,High School,Professional,Yes,1,10+ Miles,Europe,53,No,No,0.00131683680228889,27320,5.43313,-62.82804,Le Grand-Quevilly,7148,France
15629,Single,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,No,No,0.00266597326844931,15629,-8.04697,154.79465,La Rochelle,19238,France
26834,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No,No,0.0106238098815084,26834,80.84191,-115.46099,Draguignan,75513,France
20849,Single,Female,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,36,No,No,0.0262065529823303,20849,61.01868,52.06941,Cherbourg-Octeville,71937,France
27831,Single,Male,20000,0,Partial High School,Manual,No,1,5-10 Miles,Europe,30,No,No,8.36265917314449E-06,27831,-77.39733,-154.34245,Penicuik,G56 9OM,United Kingdom
16303,Single,Female,20000,5,High School,Manual,Yes,2,0-1 Miles,Europe,27,No,No,0.00184787891339511,16303,-77.41276,163.95731,Huntingdon,S45 3BU,United Kingdom
23770,Single,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No,No,0.000415273039834574,23770,-17.82425,-174.96192,Anklam,84696,Germany
20897,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No,No,0.0300716459751129,20897,-84.37849,-160.35407,Aachen,30937,Germany
16187,Single,Male,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,26,No,No,0.00839814450591803,16187,10.401,76.73848,Hamburg,78688,Germany
27303,Married,Male,110000,4,Partial College,Professional,Yes,3,5-10 Miles,Europe,49,No,No,0.00144053797703236,27303,19.05299,85.5859,Heidelberg,21539,Germany
24095,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,44,No,No,0.045153547078371,24095,30.79492,88.76194,Reims,34525,France
15442,Married,Male,10000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No,No,0.000208280107472092,15442,49.12259,-134.33567,Lochranza,B3P 9FF,United Kingdom
23943,Married,Female,30000,4,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,No,No,0.00019430038810242,23943,-30.72109,2.86283,B�gles,28850,France
14848,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Yes,No,0.00359830097295344,14848,31.64638,29.6555,Leeds,ZA6I 3TV,United Kingdom
22659,Single,Female,20000,2,High School,Manual,Yes,2,0-1 Miles,Europe,42,No,No,0.00177353341132402,22659,-23.63092,-103.5138,Cottbus,28407,Germany
20065,Married,Male,40000,2,Partial College,Clerical,No,1,0-1 Miles,Europe,34,No,No,0.00309818750247359,20065,36.88322,90.95885,Keith,O8 3HV,United Kingdom
26379,Single,Female,130000,4,Partial College,Professional,No,2,0-1 Miles,Europe,48,Yes,Yes,0.977465391159058,26379,-12.88053,70.10946,Quickborn,73047,Germany
20971,Single,Male,10000,0,Bachelors,Clerical,Yes,1,0-1 Miles,Europe,69,No,No,2.19242174352985E-05,20971,-87.65762,58.96918,Witney,UV10 6QB,United Kingdom
23601,Single,Female,120000,4,High School,Professional,No,4,5-10 Miles,Europe,50,No,No,0.000374051567632705,23601,-47.0791,90.7255,Zwickau,52227,Germany
23613,Married,Male,130000,4,Bachelors,Management,Yes,4,0-1 Miles,Europe,62,No,No,0.00151408975943923,23613,28.31903,0.00018,Al�s,12734,France
29470,Single,Male,10000,1,High School,Manual,No,1,1-2 Miles,Europe,46,No,No,0.000304012501146644,29470,-35.47176,108.25552,Marcq-en-Baroeul,85584,France
26418,Single,Male,90000,0,Partial High School,Skilled Manual,No,2,5-10 Miles,Europe,59,No,No,0.000268401869107038,26418,-50.91109,153.33561,Coalville,S2P 7GY,United Kingdom
11543,Married,Female,20000,1,Partial College,Manual,Yes,1,2-5 Miles,Europe,38,No,No,0.0506756380200386,11543,27.77579,108.12355,Brive-la-Gaillarde,2457,France
21824,Married,Male,150000,4,High School,Professional,Yes,3,5-10 Miles,Europe,50,No,No,0.0722508728504181,21824,-0.93141,-108.47832,Creil,35908,France
14715,Married,Male,40000,2,Partial College,Clerical,No,0,0-1 Miles,Europe,35,No,No,0.0247193332761526,14715,-49.97248,-63.41124,Pontarlier,54403,France
15065,Single,Male,10000,1,High School,Manual,No,1,2-5 Miles,Europe,36,No,No,0.000146863923873752,15065,-27.23411,-160.98825,Stendal,69071,Germany
16569,Single,Female,10000,0,Partial College,Manual,Yes,2,0-1 Miles,Europe,54,Yes,Yes,0.998050570487976,16569,-71.58963,-150.81953,Lanark,AU32 5ZG,United Kingdom
12260,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No,No,0.0143491914495826,12260,15.59846,-157.20383,Rouen,18058,France
11393,Single,Male,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,37,No,No,0.0328081510961056,11393,75.56414,98.22024,Besan�on,95580,France
12562,Married,Female,10000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,64,No,No,0.000158715221914463,12562,40.93064,-16.84172,Cardiff,M4X 5ZP,United Kingdom
15694,Married,Female,80000,2,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No,No,0.297577083110809,15694,-73.43002,49.9637,St. Andrews,X99 3MH,United Kingdom
12314,Married,Female,110000,5,Bachelors,Management,Yes,1,10+ Miles,Europe,53,Yes,No,0.0337888635694981,12314,-77.91863,161.75406,Kinross,O00 3IA,United Kingdom
26893,Married,Female,40000,1,Bachelors,Skilled Manual,No,0,0-1 Miles,Europe,30,No,No,0.178591594099998,26893,-45.15237,-102.32249,Goslar,92406,Germany
28552,Single,Female,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No,No,0.00012698007049039,28552,-65.90755,2.387,Dumbarton,GF5 1AZ,United Kingdom
29444,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,No,No,0.00424685562029481,29444,38.56492,-54.28292,Maubeuge,93074,France
11386,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,No,No,0.00104451132938266,11386,-75.02496,131.06442,Invergordon,Q22 2CS,United Kingdom
15690,Single,Male,160000,4,Bachelors,Management,No,4,0-1 Miles,Europe,60,No,No,0.00185680494178087,15690,-47.27386,-133.87674,Cherbourg-Octeville,31229,France
15448,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No,No,0.00208850833587348,15448,73.91631,-81.18967,Zeitz,3944,Germany
22534,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,31,No,No,0.00916214007884264,22534,-82.80722,-86.33309,Peterborough,F0E 0KR,United Kingdom
22557,Single,Male,10000,0,Partial College,Manual,No,0,0-1 Miles,Europe,49,No,No,0.000654801027849317,22557,1.42099,-109.09094,Dudley,JD2J 0UU,United Kingdom
27002,Married,Male,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,No,No,0.00052716740174219,27002,-46.42932,132.70814,Rennes,3141,France
25472,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,No,No,0.00390989938750863,25472,-25.90686,-57.76409,Cupar,KR9 8HR,United Kingdom
20041,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,28,No,No,0.000303405715385452,20041,-27.2881,31.71998,Auxerre,1458,France
14144,Married,Male,10000,1,High School,Manual,Yes,1,2-5 Miles,Europe,47,No,No,0.00961936637759209,14144,-46.32128,-3.79916,M?lheim,30126,Germany
24188,Single,Male,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,47,No,No,0.00732404924929142,24188,-14.14598,-4.46989,Gifhorn,92329,Germany
13549,Single,Male,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,37,No,No,0.00571771385148168,13549,-57.8967,112.79681,Hamburg,94640,Germany
14166,Married,Female,10000,0,Bachelors,Clerical,No,2,0-1 Miles,Europe,84,No,No,6.62148295305087E-06,14166,80.74142,120.32651,Greenlaw,A16 3LY,United Kingdom
23749,Single,Female,30000,0,High School,Manual,No,1,1-2 Miles,Europe,28,No,No,0.00147997064050287,23749,-19.0445,176.06686,Hexham,YI6P 0LD,United Kingdom
22532,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,No,No,0.00351477763615549,22532,-50.2325,42.13209,Werder,55203,Germany
26880,Single,Female,20000,0,High School,Manual,Yes,1,2-5 Miles,Europe,30,No,No,0.000483213341794908,26880,-9.06017,30.46795,Hamburg,42373,Germany
21003,Married,Male,20000,1,Partial College,Manual,Yes,0,1-2 Miles,Europe,45,No,No,0.00457678083330393,21003,67.81428,159.04279,Bury St. Edmunds,Z11 7HC,United Kingdom
27160,Married,Female,30000,0,High School,Manual,No,1,1-2 Miles,Europe,28,No,No,0.000840590917505324,27160,-75.3236,-34.77926,K?then,10065,Germany
22819,Married,Female,80000,2,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No,No,0.0271991211920977,22819,1.43633,147.39478,Drancy,75831,France
22564,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,No,No,0.115283444523811,22564,75.06079,-11.97927,Dole,79343,France
23626,Single,Male,90000,1,High School,Management,Yes,3,10+ Miles,Europe,56,No,No,0.00113126856740564,23626,43.07068,-19.58578,Martigues,26589,France
22425,Single,Male,20000,0,Partial College,Manual,No,1,2-5 Miles,Europe,48,No,No,0.00363746634684503,22425,6.59031,-170.83611,B�thune,48577,France
11567,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,No,No,0.0034943581558764,11567,-33.12248,3.50965,Rostock,50672,Germany
12311,Single,Male,130000,5,High School,Professional,No,1,0-1 Miles,Europe,52,No,No,0.0179241467267275,12311,2.83656,168.56688,Bedford,CI9 0HC,United Kingdom
25685,Married,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,43,No,No,0.000209654914215207,25685,-3.99564,25.92527,Pfungstadt,16818,Germany
22807,Married,Female,130000,4,Bachelors,Management,Yes,4,0-1 Miles,Europe,62,No,No,0.00891826208680868,22807,78.74941,-130.15592,Strasbourg,30432,France
15712,Married,Female,130000,5,High School,Management,Yes,4,0-1 Miles,Europe,57,No,No,0.00167228071950376,15712,-51.64233,-112.34831,Tain,W60 8XZ,United Kingdom
14864,Single,Female,40000,2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,35,No,No,0.00579171115532517,14864,-37.87514,-54.20385,M?hlheim am Main,45412,Germany
11557,Single,Female,30000,1,Bachelors,Clerical,No,0,1-2 Miles,Europe,39,No,No,0.000420802185544744,11557,-61.93718,-113.49072,Glastonbury,UG45 8KX,United Kingdom
24691,Married,Female,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,26,No,No,0.000163091564900242,24691,-68.33839,100.37841,Aschaffenburg,61775,Germany
